Descr,Edad mínima,Género,Link,Location,Número de inquilinos,Price,area,estadoconservacion,gastosincluidosenalquiler,gastosincluidosenalquiler ,habitacionamueblada,numbanos,numhabitaciones,superficieutil
Es una habitación individual  disponible a partir del dia 16-07-2019. La duración mínima del contrato es 3 meses...,18,,/alquilar/habitacion-pedralbes08034-945856909672649_109600/,Pedralbes (Distrito Les Corts. Barcelona Capital),3,550,barcelona,En buen estado,0.0,,Amueblada,2,4,95
Es una habitación individual  disponible a partir del dia 01-06-2019. La duración mínima del contrato es Más de ...,18,Chicos,/alquilar/habitacion-esplugues_de_llobregat_centro_urbano08950-945856909655535_109600/,Esplugues de Llobregat,1,350,barcelona,En buen estado,0.0,,Amueblada,2,3,90
"Es una habitación doble exterior disponible a partir del dia 01-07-2019. El tamaño de la habitación es grande,  ...",20,,/alquilar/habitacion-eixample_sant_antoni08015-945856909647720_109600/,Sant Antoni (Distrito Eixample. Barcelona Capital),2,460,barcelona,En buen estado,0.0,,Amueblada,1,4,100
"Hola, el piso está equipado, la zona es de fácil acceso a líneas de autobús, ferrocarril y bicing, es uno de los...",20,Chicas y chicos,/alquilar/habitacion-el_putxet_el_farro08022-945856909701485_109800/,El Putxet-El Farró (Distrito Sarrià-Sant Gervasi. Barcelona Capital),2,450,barcelona,En buen estado,0.0,,Amueblada,2,4,160
Es una habitación individual exterior disponible a partir del dia 04-10-2018. El tamaño de la habitación es medi...,18,,/alquilar/habitacion-el_raval08001-945856909671059_109600/,El Raval (Distrito Ciutat Vella. Barcelona Capital),1,350,barcelona,En buen estado,0.0,,Amueblada,1,3,70
Es una habitación doble exterior disponible a partir del dia 09-07-2019. La duración mínima del contrato es 3 me...,18,,/alquilar/habitacion-antiga_esquerra_de_eixample08011-945856909670372_109600/,L'Antiga Esquerra de l'Eixample (Distrito Eixample. Barcelona Capital),3,630,barcelona,En buen estado,0.0,,Amueblada,2,4,150
Es una habitación doble exterior disponible a partir del dia 01-09-2019. La duración mínima del contrato es 2 me...,18,,/alquilar/habitacion-ciutat_vella_la_barceloneta08003-945856909669303_109600/,La Barceloneta (Distrito Ciutat Vella. Barcelona Capital),2,625,barcelona,En buen estado,0.0,,Amueblada,1,3,85
Es una habitación doble  disponible a partir del dia 05-05-2019. La duración mínima del contrato es 3 meses. El ...,20,Chicas,/alquilar/habitacion-antiga_esquerra_de_eixample08011-945856909648560_109600/,L'Antiga Esquerra de l'Eixample (Distrito Eixample. Barcelona Capital),,500,barcelona,En buen estado,0.0,,Amueblada,2,4,100
Es una habitación doble exterior disponible a partir del dia 14-07-2019. La duración mínima del contrato es 3 me...,18,,/alquilar/habitacion-polinya_centro_urbano-945856909669361_109600/,Polinyà,1,370,barcelona,En buen estado,0.0,,Amueblada,2,2,90
Es una habitación doble exterior disponible a partir del dia 03-07-2018. La duración mínima del contrato es 3 me...,18,,/alquilar/habitacion-eixample_sant_antoni08015-945856909518439_109600/,Sant Antoni (Distrito Eixample. Barcelona Capital),1,350,barcelona,En buen estado,0.0,,Amueblada,1,4,60
"Es una habitación doble  disponible a partir del dia 30-05-2019. El tamaño de la habitación es mediana,  con fia...",18,,/alquilar/habitacion-antiga_esquerra_de_eixample08036-945856909656635_109600/,L'Antiga Esquerra de l'Eixample (Distrito Eixample. Barcelona Capital),2,525,barcelona,En buen estado,0.0,,Amueblada,1,3,85
"Es una habitación doble  disponible a partir del dia 13-10-2019. El tamaño de la habitación es grande,  sin fian...",18,Chicas,/alquilar/habitacion-sants_montjuic_hostafrancs08014-945856909679736_109600/,Hostafrancs (Distrito Sants-Montjuïc. Barcelona Capital),1,380,barcelona,En buen estado,0.0,,Amueblada,1,3,65
Es una habitación individual exterior disponible a partir del dia 01-08-2019. La duración mínima del contrato es...,18,,/alquilar/habitacion-la_font_en_fargues08032-945856909675005_109600/,La Font d'en Fargues (Distrito Horta-Guinardó. Barcelona Capital),4,475,barcelona,En buen estado,0.0,,Amueblada,2,4,150
Es una habitación individual exterior disponible a partir del dia 01-06-2019. El tamaño de la habitación es gran...,18,Chicas,/alquilar/habitacion-les_tres_torres08017-945856909653687_109600/,Les Tres Torres (Distrito Sarrià-Sant Gervasi. Barcelona Capital),3,450,barcelona,En buen estado,0.0,,Amueblada,1,1,90
"Es una habitación doble  disponible a partir del dia 07-05-2019. El tamaño de la habitación es grande,  sin fian...",18,Chicas,/alquilar/habitacion-el_barri_gotic08002-945856909648934_109600/,El Barri Gòtic (Distrito Ciutat Vella. Barcelona Capital),1,390,barcelona,En buen estado,0.0,,Amueblada,1,2,90
"Es una habitación doble  disponible a partir del dia 08-07-2019. El tamaño de la habitación es grande,  con fian...",18,,/alquilar/habitacion-sants_montjuic_hostafrancs08014-945856909663955_109600/,Hostafrancs (Distrito Sants-Montjuïc. Barcelona Capital),2,450,barcelona,En buen estado,0.0,,Amueblada,3,3,100
"Barcelona city center room available nowHi! We are 1 girl and 4 guys and we have 1 big double interior room ...",25,Chicas y chicos,/alquilar/habitacion-el_raval08001-945856909658573_109800/,El Raval (Distrito Ciutat Vella. Barcelona Capital),4,460,barcelona,Reformado,0.0,,Amueblada,2,5,150
Es una habitación individual exterior disponible a partir del dia 01-06-2019. La duración mínima del contrato es...,18,Chicas,/alquilar/habitacion-montgat_centro_urbano-945856909622934_109600/,Montgat,1,300,barcelona,En buen estado,0.0,,Amueblada,1,3,75
Es una habitación individual  disponible a partir del dia 01-08-2019. La duración mínima del contrato es 2 meses...,18,Chicas,/alquilar/habitacion-la_marina_del_port_parc_de_montjuic08038-945856909659840_109600/,La Marina del Port-Parc de Montjuïc (Distrito Sants-Montjuïc. Barcelona Capital),3,350,barcelona,0,0.0,,Amueblada,1,3,72
Es una habitación individual exterior disponible a partir del dia 20-07-2019. La duración mínima del contrato es...,18,,/alquilar/habitacion-la_nova_esquerra_de_eixample08015-945856909668850_109600/,La Nova Esquerra de l'Eixample (Distrito Eixample. Barcelona Capital),2,350,barcelona,En buen estado,0.0,,Amueblada,1,4,90
Es una habitación individual exterior disponible a partir del dia 23-08-2019. El tamaño de la habitación es medi...,18,,/alquilar/habitacion-sentmenat_centro_urbano-945856909683451_109600/,Sentmenat,1,200,barcelona,En buen estado,0.0,,Amueblada,1,3,70
Es una habitación individual exterior disponible a partir del dia 01-07-2019. La duración mínima del contrato es...,21,,/alquilar/habitacion-la_font_de_la_guatlla08004-945856909666902_109600/,La Font de la Guatlla (Distrito Sants-Montjuïc. Barcelona Capital),2,400,barcelona,En buen estado,0.0,,Amueblada,2,4,106
"Es una habitación individual  disponible a partir del dia 01-08-2016. El tamaño de la habitación es pequeña,  si...",26,Chicas,/alquilar/habitacion-els_canyars_el_castell_i_poble_vell-945856909671865_109600/,Els Canyars-El Castell i Poble Vell (Castelldefels),3,,barcelona,En buen estado,0.0,,Amueblada,2,4,160
Es una habitación doble exterior disponible a partir del dia 01-07-2019. La duración mínima del contrato es 1 me...,18,,/alquilar/habitacion-esplugues_de_llobregat_centro_urbano08950-945856909652635_109600/,Esplugues de Llobregat,2,500,barcelona,0,0.0,,Amueblada,2,3,90
"Habitación en piso compartido en el centro de Barcelona. Habitación doble con baño, zona de estudio y ropero....",18,Chicas y chicos,/alquilar/habitacion-antiga_esquerra_de_eixample08011-945856909678420_109800/,L'Antiga Esquerra de l'Eixample (Distrito Eixample. Barcelona Capital),3,600,barcelona,Reformado,0.0,,Amueblada,2,4,120
Es una habitación individual exterior disponible a partir del dia 06-07-2019. El tamaño de la habitación es gran...,24,,/alquilar/habitacion-les_corts_barrio08014-945856909662552_109600/,Les Corts (Distrito Les Corts. Barcelona Capital),2,470,barcelona,En buen estado,0.0,,Amueblada,1,4,90
"Es una habitación doble exterior disponible a partir del dia 01-12-2018. El tamaño de la habitación es grande,  ...",18,,/alquilar/habitacion-antic-945856909672259_109600/,Antic (Manresa),,350,barcelona,0,0.0,,Amueblada,2,3,110
Es una habitación individual exterior disponible a partir del dia 02-06-2019. El tamaño de la habitación es medi...,18,,/alquilar/habitacion-sant_esteve_sesrovires_centro_urbano-945856909657466_109600/,Sant Esteve Sesrovires,1,400,barcelona,En buen estado,0.0,,Amueblada,2,3,105
"Habitacion amueblada exterior,exterior,cama de 150 armarios,mesitas,internet,wifi.Piso recien reformado.Tele...",18,,/alquilar/habitacion-sant_sadurni_anoia_centro_urbano-945856908545027_109600/,Sant Sadurní d'Anoia,1,275,barcelona,En buen estado,0.0,,Amueblada,1,3,78
"Habitacion amueblada exterior,exterior,cama de 150 armarios,mesitas,internet,wifi.Piso recien reformado.Tele...",18,,/alquilar/habitacion-sant_sadurni_anoia_centro_urbano-945856909470892_109600/,Sant Sadurní d'Anoia,1,350,barcelona,En buen estado,0.0,,Amueblada,1,3,78
"Es una habitación individual  disponible a partir del dia 01-11-2018. El tamaño de la habitación es pequeña,  co...",18,,/alquilar/habitacion-pla_del_bon_aire08225-945856909676759_109600/,Pla del Bon Aire (Distrito Can Roca-Pla del Bon Aire. Terrassa),1,350,barcelona,En buen estado,0.0,,Amueblada,2,1,80
Es una habitación individual  disponible a partir del dia 05-11-2018. La duración mínima del contrato es 3 meses...,18,Chicos,/alquilar/habitacion-el_camp_de_arpa_del_clot08041-945856909674966_109600/,El Camp de l'Arpa del Clot (Distrito Sant Martí. Barcelona Capital),1,400,barcelona,En buen estado,0.0,,Amueblada,2,4,120
Es una habitación doble exterior disponible a partir del dia 14-10-2019. La duración mínima del contrato es 4 Me...,18,,/alquilar/habitacion-vista_alegre_can_vinader-945856909588323_109600/,Vista Alegre-Can Vinader (Castelldefels),3,500,barcelona,En buen estado,0.0,,Amueblada,2,4,120
Es una habitación doble exterior disponible a partir del dia 01-07-2019. La duración mínima del contrato es 1 me...,20,,/alquilar/habitacion-el_putxet_el_farro08022-945856909657900_109600/,El Putxet-El Farró (Distrito Sarrià-Sant Gervasi. Barcelona Capital),2,590,barcelona,En buen estado,0.0,,Amueblada,2,3,120
Alquilo dos habitaciones amuebladas en piso ubicado en zona residencial de sant cugat frente a polideportivo en ...,18,,/alquilar/habitacion-sant_cugat_del_valles_centre08172-945856909672222_109600/,Centre (Sant Cugat del Vallès),3,350,barcelona,En buen estado,0.0,,Amueblada,2,4,85
Es una habitación doble exterior disponible a partir del dia 15-06-2019. La duración mínima del contrato es 2 me...,18,,/alquilar/habitacion-antiga_esquerra_de_eixample08036-945856909654630_109600/,L'Antiga Esquerra de l'Eixample (Distrito Eixample. Barcelona Capital),4,500,barcelona,En buen estado,0.0,,Amueblada,2,4,110
Es una habitación individual exterior disponible a partir del dia 03-06-2019. La duración mínima del contrato es...,18,,/alquilar/habitacion-estacio_del_nord_estacio_de_franca-945856909657943_109600/,Estació del Nord-Estació de França (Mollet del Vallès),1,350,barcelona,En buen estado,0.0,,Amueblada,1,4,100
Es una habitación individual exterior disponible a partir del dia 05-09-2019. La duración mínima del contrato es...,20,,/alquilar/habitacion-gava_mar-945856909672677_109600/,Gavà Mar (Gavà),2,500,barcelona,En buen estado,0.0,,Amueblada,2,3,90
Es una habitación individual  disponible a partir del dia 25-10-2018. La duración mínima del contrato es 5 Meses...,18,,/alquilar/habitacion-marianao-945856909648894_109600/,Marianao (Sant Boi de Llobregat),1,350,barcelona,0,0.0,,Amueblada,1,3,80
Es una habitación doble  disponible a partir del dia 08-09-2019. La duración mínima del contrato es 1 mes. El ta...,18,,/alquilar/habitacion-sant_pere_santa_caterina_la_ribera08003-945856909688724_109600/,Sant Pere-Santa Caterina-La Ribera (Distrito Ciutat Vella. Barcelona Capital),2,475,barcelona,0,0.0,,Amueblada,2,4,120
"se alquila habitación grande, en sant boi al lado de la montaña de san ramón, al lado de parada de buses, facil ...",38,Chicos,/alquilar/habitacion-camps_blancs-945856909690120_109800/,Camps Blancs (Sant Boi de Llobregat),3,350,barcelona,En buen estado,0.0,,Amueblada,1,3,80
Es una habitación doble exterior disponible a partir del dia 30-06-2019. La duración mínima del contrato es 2 me...,18,Chicas,/alquilar/habitacion-antiga_esquerra_de_eixample08011-945856909650855_109600/,L'Antiga Esquerra de l'Eixample (Distrito Eixample. Barcelona Capital),2,600,barcelona,0,0.0,,Amueblada,2,4,140
Es una habitación individual exterior disponible a partir del dia 20-08-2019. La duración mínima del contrato es...,18,,/alquilar/habitacion-el_carmel08032-945856909675851_109600/,El Carmel (Distrito Horta-Guinardó. Barcelona Capital),2,400,barcelona,En buen estado,0.0,,Amueblada,1,3,75
Es una habitación doble exterior disponible a partir del dia 08-09-2019. La duración mínima del contrato es 1 me...,18,,/alquilar/habitacion-sant_pere_santa_caterina_la_ribera08003-945856909688722_109600/,Sant Pere-Santa Caterina-La Ribera (Distrito Ciutat Vella. Barcelona Capital),2,500,barcelona,0,0.0,,Amueblada,2,4,120
"Es una habitación individual  disponible a partir del dia 25-07-2019. El tamaño de la habitación es mediana,  si...",18,,/alquilar/habitacion-les_arenes_can_montllor_i_la_gripia08227-945856909675294_109600/,Les Arenes-Can Montllor-La Grípia (Distrito La Grípia-Sant Llorenç. Terrassa),1,350,barcelona,En buen estado,0.0,,Amueblada,1,3,80
Es una habitación individual exterior disponible a partir del dia 01-09-2019. La duración mínima del contrato es...,18,,/alquilar/habitacion-la_dreta_de_eixample08037-945856909647702_109600/,La Dreta de l'Eixample (Distrito Eixample. Barcelona Capital),4,520,barcelona,En buen estado,0.0,,Amueblada,2,4,85
Es una habitación individual exterior disponible a partir del dia 01-07-2019. La duración mínima del contrato es...,18,Chicas,/alquilar/habitacion-santa_perpetua_de_mogoda_centro_urbano-945856909656902_109600/,Santa Perpètua de Mogoda,1,300,barcelona,En buen estado,0.0,,Amueblada,2,3,98
"480 € + 40€  según suministros. Piso moderno grande totalmente equipado.  3 líneas de metro, buses,  Sants Estac...",29,Chicas y chicos,/alquilar/habitacion-la_nova_esquerra_de_eixample08029-945856909657515_109800/,La Nova Esquerra de l'Eixample (Distrito Eixample. Barcelona Capital),3,510,barcelona,En buen estado,0.0,,Amueblada,2,4,130
Es una habitación individual  disponible a partir del dia 01-08-2019. La duración mínima del contrato es Más de ...,30,Chicas,/alquilar/habitacion-els_canyars_el_castell_i_poble_vell-945856909672970_109600/,Els Canyars-El Castell i Poble Vell (Castelldefels),1,380,barcelona,En buen estado,0.0,,Amueblada,2,4,100
Es una habitación individual  disponible a partir del dia 03-09-2019. La duración mínima del contrato es 1 mes. ...,18,,/alquilar/habitacion-collblanc_la_torrassa08904-945856909687243_109600/,Collblanc-La Torrassa (L'Hospitalet de Llobregat),2,350,barcelona,En buen estado,0.0,,Amueblada,1,2,80
Es una habitación doble  disponible a partir del dia 31-07-2019. La duración máxima del contrato es 1 mes. El ta...,22,,/alquilar/habitacion-el_barri_gotic08002-945856909672263_109600/,El Barri Gòtic (Distrito Ciutat Vella. Barcelona Capital),2,450,barcelona,En buen estado,0.0,,Amueblada,1,4,160
Es una habitación individual exterior disponible a partir del dia 02-08-2018. La duración mínima del contrato es...,20,,/alquilar/habitacion-mataro_vista_alegre08304-945856909674306_109600/,Vista Alegre (Mataró),1,465,barcelona,A estrenar,0.0,,Amueblada,1,1,105
"Es una habitación doble exterior disponible a partir del dia 17-12-2018. El tamaño de la habitación es grande,  ...",18,,/alquilar/habitacion-el_besos_el_maresme08019-945856909608182_109600/,El Besòs-El Maresme (Distrito Sant Martí. Barcelona Capital),1,600,barcelona,En buen estado,0.0,,Amueblada,1,2,75
Es una habitación individual  disponible a partir del dia 10-08-2019. La duración mínima del contrato es 2 meses...,30,Chicas,/alquilar/habitacion-el_carmel08032-945856909679933_109600/,El Carmel (Distrito Horta-Guinardó. Barcelona Capital),1,325,barcelona,0,0.0,,Amueblada,1,1,40
Es una habitación individual exterior disponible a partir del dia 03-06-2019. El tamaño de la habitación es pequ...,18,Chicas,/alquilar/habitacion-centre_dalt_de_la_vila_coll_i_pujol08911-945856909657919_109600/,Centre-Dalt de la Vila-Coll i Pujol (Badalona),1,350,barcelona,En buen estado,0.0,,Amueblada,1,3,75
"Es una habitación doble  disponible a partir del dia 15-05-2019. El tamaño de la habitación es grande,  con fian...",22,,/alquilar/habitacion-la_sagrada_familia08013-945856909651587_109600/,La Sagrada Família (Distrito Eixample. Barcelona Capital),1,500,barcelona,En buen estado,0.0,,Amueblada,1,1,120
"La habitación que alquilamos tiene un tamaño mediano, con cama, escritorio, silla y armario empotrado. La ventan...",26,Chicos,/alquilar/habitacion-la_nova_esquerra_de_eixample08029-945856909698038_109800/,La Nova Esquerra de l'Eixample (Distrito Eixample. Barcelona Capital),3,340,barcelona,En buen estado,0.0,,Amueblada,2,1,100
"Hola, a las afueras de Igualada en la población de Rubió, tenemos masía para compartir con habitaciones y derech...",25,Chicas y chicos,/alquilar/habitacion-rubio_centro_urbano-945856909686896_109800/,Rubió,3,350,barcelona,En buen estado,0.0,,Amueblada,2,5,400
"Es una habitación doble exterior disponible a partir del dia 07-05-2019. El tamaño de la habitación es grande,  ...",28,,/alquilar/habitacion-fontpineda-945856909648998_109600/,Fontpineda (Pallejà),3,500,barcelona,En buen estado,0.0,,Amueblada,2,6,350
Es una habitación individual exterior disponible a partir del dia 05-06-2019. La duración mínima del contrato es...,20,Chicas,/alquilar/habitacion-les_corts_barrio08029-945856909658368_109600/,Les Corts (Distrito Les Corts. Barcelona Capital),1,470,barcelona,En buen estado,0.0,,Amueblada,1,3,90
Es una habitación doble exterior disponible a partir del dia 01-10-2018. La duración mínima del contrato es 2 me...,18,Chicas,/alquilar/habitacion-el_clot08026-945856909655836_109600/,El Clot (Distrito Sant Martí. Barcelona Capital),1,430,barcelona,En buen estado,0.0,,Amueblada,1,2,64
"Habitacion amueblada exterior,exterior,cama de 150 armarios,mesitas,internet,wifi.Piso recien reformado.Tele...",18,,/alquilar/habitacion-sant_sadurni_anoia_centro_urbano-945856908549122_109600/,Sant Sadurní d'Anoia,1,350,barcelona,En buen estado,0.0,,Amueblada,1,3,78
"Habitación con cama individual, armario grande, escritorio doble y librerías. En casa con terreno de 600m² tocan...",18,Chicas y chicos,/alquilar/habitacion-segle_xx08223-945856909678814_109800/,Segle XX (Distrito Segle XX-La Cogullada. Terrassa),2,380,barcelona,Reformado,0.0,,Amueblada,2,2,78
"Una señora mayor de 86 años que vive sola con su gatito busca una inquilina para compartir piso solo con ella, n...",86,Chicas,/alquilar/habitacion-el_turo_de_la_peira_can_peguera08016-945856909660276_109800/,El Turó de la Peira-Can Peguera (Distrito Nou Barris. Barcelona Capital),2,320,barcelona,En buen estado,0.0,,Amueblada,1,2,65
Es una habitación doble  disponible a partir del dia 20-05-2019. La duración mínima del contrato es Más de 5 mes...,20,,/alquilar/habitacion-la_nova_esquerra_de_eixample08029-945856909651936_109600/,La Nova Esquerra de l'Eixample (Distrito Eixample. Barcelona Capital),3,380,barcelona,En buen estado,0.0,,Amueblada,1,4,100
"Es una habitación doble exterior disponible a partir del dia 25-07-2019. El tamaño de la habitación es grande,  ...",25,Chicas,/alquilar/habitacion-el_carmel08032-945856909674307_109600/,El Carmel (Distrito Horta-Guinardó. Barcelona Capital),1,350,barcelona,En buen estado,0.0,,Amueblada,1,3,80
Se alquila luminosa habitación en el centro de barcelona con ventana exterior. El piso tiene 6 habitaciones y 2 ...,,Chicas y chicos,/alquilar/habitacion-el_barri_gotic08002-945856909659465_109800/,El Barri Gòtic (Distrito Ciutat Vella. Barcelona Capital),4,885,barcelona,En buen estado,0.0,,Amueblada,2,5,15
Es una habitación doble exterior disponible a partir del dia 02-06-2019. La duración mínima del contrato es 2 me...,25,,/alquilar/habitacion-la_dreta_de_eixample08013-945856909657422_109600/,La Dreta de l'Eixample (Distrito Eixample. Barcelona Capital),2,580,barcelona,En buen estado,0.0,,Amueblada,1,3,75
Es una habitación individual exterior disponible a partir del dia 01-07-2019. La duración mínima del contrato es...,25,Chicas,/alquilar/habitacion-collblanc_la_torrassa08903-945856909663945_109600/,Collblanc-La Torrassa (L'Hospitalet de Llobregat),3,380,barcelona,0,0.0,,Amueblada,2,4,85
Es una habitación individual  disponible a partir del dia 29-07-2019. La duración máxima del contrato es 2 meses...,22,Chicas,/alquilar/habitacion-el_camp_de_arpa_del_clot08026-945856909674037_109600/,El Camp de l'Arpa del Clot (Distrito Sant Martí. Barcelona Capital),,430,barcelona,En buen estado,0.0,,Amueblada,1,2,50
"Es una habitación individual  disponible a partir del dia 30-06-2019. El tamaño de la habitación es mediana,  co...",18,Chicas,/alquilar/habitacion-el_raval08001-945856909657167_109600/,El Raval (Distrito Ciutat Vella. Barcelona Capital),3,340,barcelona,En buen estado,0.0,,Amueblada,1,3,170
"Es una habitación individual  disponible a partir del dia 01-06-2019. El tamaño de la habitación es mediana,  co...",20,,/alquilar/habitacion-sabadell_centre08203-945856909654053_109600/,Centre (Sabadell),3,350,barcelona,En buen estado,0.0,,Amueblada,2,3,90
Es una habitación individual exterior disponible a partir del dia 01-08-2019. La duración mínima del contrato es...,18,,/alquilar/habitacion-el_guinardo08041-945856909673220_109600/,El Guinardó (Distrito Horta-Guinardó. Barcelona Capital),1,385,barcelona,0,0.0,,0,1,3,70
"A chica no fumadora se alquila habitación amplia con balcón, amueblada con cama individual, armario grande, escr...",,Chicas,/alquilar/habitacion-la_nova_esquerra_de_eixample08015-945856909658907_109800/,La Nova Esquerra de l'Eixample (Distrito Eixample. Barcelona Capital),1,420,barcelona,En buen estado,0.0,,Amueblada,2,4,110
Es una habitación individual exterior disponible a partir del dia 05-06-2019. El tamaño de la habitación es medi...,18,,/alquilar/habitacion-sant_andreu_la_sagrera08027-945856909658365_109600/,La Sagrera (Distrito Sant Andreu. Barcelona Capital),2,380,barcelona,En buen estado,0.0,,Amueblada,1,3,92
"Piso compartido con excelentes vistas de la ciudad, en barrio residencial tranquilo, cerca del parque guinardó y...",25,Chicas,/alquilar/habitacion-el_baix_guinardo08024-945856909681086_109800/,El Baix Guinardó (Distrito Horta-Guinardó. Barcelona Capital),3,480,barcelona,En buen estado,0.0,,Amueblada,1,3,60
Es una habitación individual exterior disponible a partir del dia 18-08-2018. El tamaño de la habitación es medi...,18,,/alquilar/habitacion-el_raval08001-945856909671058_109600/,El Raval (Distrito Ciutat Vella. Barcelona Capital),1,350,barcelona,En buen estado,0.0,,Amueblada,1,3,70
"Es una habitación individual  disponible a partir del dia 03-06-2019. El tamaño de la habitación es pequeña,  co...",18,,/alquilar/habitacion-estacio_del_nord_estacio_de_franca-945856909657944_109600/,Estació del Nord-Estació de França (Mollet del Vallès),1,290,barcelona,En buen estado,0.0,,Amueblada,1,4,100
Es una habitación individual  disponible a partir del dia 26-10-2019. La duración mínima del contrato es Más de ...,18,Chicas,/alquilar/habitacion-estruch_eixample-945856909653694_109600/,Estruch-Eixample (El Prat de Llobregat),1,350,barcelona,0,0.0,,Amueblada,1,3,75
Es una habitación individual exterior disponible a partir del dia 14-10-2019. La duración mínima del contrato es...,18,,/alquilar/habitacion-vista_alegre_can_vinader-945856909588324_109600/,Vista Alegre-Can Vinader (Castelldefels),3,500,barcelona,En buen estado,0.0,,Amueblada,2,4,120
"señora busca chica para compartir piso, solo la dueña más la nueva inquilina,Tiene wifi, y tendría para uso per...",,Chicas,/alquilar/habitacion-piera_centro_urbano-945856909690019_109800/,Piera,1,300,barcelona,En buen estado,0.0,,Amueblada,1,3,80
Es una habitación individual exterior disponible a partir del dia 31-08-2019. La duración mínima del contrato es...,18,Chicas,/alquilar/habitacion-olivella_centro_urbano-945856909670786_109600/,Olivella,1,250,barcelona,En buen estado,0.0,,Amueblada,2,4,200
"Habitación espaciosa con ventana a exterior, muy bien iluminada y armarios empotrados. Las fotografías de la hab...",23,Chicos,/alquilar/habitacion-la_vall_hebron08035-945856909675707_109800/,La Vall d'Hebron (Distrito Horta-Guinardó. Barcelona Capital),3,400,barcelona,En buen estado,0.0,,Amueblada,2,4,120
Es una habitación doble exterior disponible a partir del dia 03-12-2019. La duración mínima del contrato es 3 me...,18,,/alquilar/habitacion-les_tres_torres08017-945856909655098_109600/,Les Tres Torres (Distrito Sarrià-Sant Gervasi. Barcelona Capital),2,600,barcelona,En buen estado,0.0,,Amueblada,3,4,150
Es una habitación individual exterior disponible a partir del dia 01-08-2019. El tamaño de la habitación es pequ...,18,,/alquilar/habitacion-la_dreta_de_eixample08007-945856909674703_109600/,La Dreta de l'Eixample (Distrito Eixample. Barcelona Capital),1,500,barcelona,0,0.0,,Amueblada,1,1,100
Se busca compañero de piso que busque un ambiente tranquilo donde poder compartir y estar cómodo. Preferiblement...,,,/alquilar/habitacion-el_camp_de_arpa_del_clot08026-945856909666970_109800/,El Camp de l'Arpa del Clot (Distrito Sant Martí. Barcelona Capital),4,560,barcelona,En buen estado,0.0,,Amueblada,1,4,110
Es una habitación individual exterior disponible a partir del dia 15-08-2019. El tamaño de la habitación es gran...,18,Chicas,/alquilar/habitacion-el_camp_en_grassot_gracia_nova08024-945856909671100_109600/,El Camp d'en Grassot-Gràcia Nova (Distrito Gràcia. Barcelona Capital),1,470,barcelona,En buen estado,0.0,,Amueblada,1,3,75
"Es una habitación individual  disponible a partir del dia 04-07-2019. El tamaño de la habitación es mediana,  co...",18,,/alquilar/habitacion-la_vila_de_gracia08012-945856909620898_109600/,La Vila de Gràcia (Distrito Gràcia. Barcelona Capital),1,450,barcelona,En buen estado,0.0,,Amueblada,2,3,90
Es una habitación individual  disponible a partir del dia 01-07-2019. La duración mínima del contrato es 1 mes. ...,18,,/alquilar/habitacion-premia_de_mar_centro_urbano-945856909661577_109600/,Premià de Mar,1,350,barcelona,En buen estado,0.0,,Amueblada,1,3,100
Se alquila luminosa habitación en el centro de barcelona con ventana exterior. El piso tiene 6 habitaciones y 2 ...,,Chicas y chicos,/alquilar/habitacion-el_barri_gotic08002-945856909659434_109800/,El Barri Gòtic (Distrito Ciutat Vella. Barcelona Capital),4,885,barcelona,En buen estado,0.0,,Amueblada,2,6,15
Es una habitación doble  disponible a partir del dia 09-09-2019. La duración mínima del contrato es 1 mes. La du...,22,,/alquilar/habitacion-eixample_sant_antoni08011-945856909599415_109600/,Sant Antoni (Distrito Eixample. Barcelona Capital),1,540,barcelona,En buen estado,0.0,,Amueblada,1,1,130
"Buenas , alquilo habitación individual , amueblada con dos armarios empotrados y ventana a patio interior.Somos...",28,Chicas y chicos,/alquilar/habitacion-sant_marti_el_poblenou08018-945856909674764_109800/,El Poblenou (Distrito Sant Martí. Barcelona Capital),3,375,barcelona,En buen estado,0.0,,Amueblada,1,3,94
"TODO INCLUIDO (suministros, wifi y limpieza quincenal de las zonas comunes (cocina, baño y comedor)). Disponible...",24,Chicas y chicos,/alquilar/habitacion-eixample_sant_antoni08015-945856909665099_109800/,Sant Antoni (Distrito Eixample. Barcelona Capital),3,570,barcelona,En buen estado,0.0,,Amueblada,2,3,80
"Habitación muy ámplia, 13m2, con un armario empotrado de 4 puertas y una cama de 150. Muy luminosa y con galerí...",,Chicas,/alquilar/habitacion-eixample_sant_antoni08011-945856909675488_109800/,Sant Antoni (Distrito Eixample. Barcelona Capital),1,550,barcelona,Reformado,0.0,,Amueblada,1,3,75
Habitación para chica estuduante o trabajadora 320€ en barcelona. Amueblada (el precio incluye suministros) - ca...,38,Chicas,/alquilar/habitacion-sant_andreu_navas08027-945856909664619_109800/,Navas (Distrito Sant Andreu. Barcelona Capital),2,320,barcelona,Reformado,0.0,,Amueblada,1,3,75
"Hola! Acabo de alquilar la vivienda en un entorno que podrás acceder a cualquier servicio que necesites, busco d...",,Chicas y chicos,/alquilar/habitacion-el_guinardo08031-945856909684206_109800/,El Guinardó (Distrito Horta-Guinardó. Barcelona Capital),3,350,barcelona,En buen estado,0.0,,Amueblada,1,3,70
